,sig
FILING_STATUS_MarriedFilingJointly REFUND_TRANSFER_FLAG AGE_SPOUSE_pcl_'<=25.5',0.95912911898
FILING_STATUS_MarriedFilingJointly AGE_SPOUSE_pcl_'<=25.5' PRS_SCORE_-1,0.625291348109
PRODUCT_ROLLUP_PAID WEB,0.525945204411
PRODUCT_ROLLUP_PAID WEB^3,0.525945204411
PRODUCT_ROLLUP_PAID WEB^2,0.525945204411
FILING_STATUS_MarriedFilingJointly AGE_SPOUSE_pcl_'<=25.5' NEAUTH_DEVICE_TYPE_Phone,0.414070861024
REFUND_TRANSFER_FLAG,0.389722665153
REFUND_TRANSFER_FLAG^3,0.389722665153
REFUND_TRANSFER_FLAG^2,0.389722665153
PRODUCT_ROLLUP_PAID WEB^2 FILING_STATUS_MarriedFilingJointly,0.353464312521
PRODUCT_ROLLUP_PAID WEB FILING_STATUS_MarriedFilingJointly^2,0.353464312521
PRODUCT_ROLLUP_PAID WEB FILING_STATUS_MarriedFilingJointly,0.353464312521
PRODUCT_ROLLUP_PAID WEB REFUND_TRANSFER_FLAG FED_FORM_TYPE_F1040A,0.316690768023
PRODUCT_ROLLUP_PAID WEB REFUND_TRANSFER_FLAG NEAUTH_DEVICE_TYPE_Phone,0.296525270617
FED_FORM_TYPE_F1040A AGE_SPOUSE_pcl_'<=25.5' NEAUTH_DEVICE_TYPE_Phone,0.292969060253
ENTRY_PAGE_GROUP_MyTurboTax AGE_SPOUSE_pcl_'<=25.5' PRS_SCORE_-1,0.291543658224
REFUND_TRANSFER_FLAG ENTRY_PAGE_GROUP_MyTurboTax NEAUTH_DEVICE_TYPE_Phone,0.281607824486
FILING_STATUS_MarriedFilingJointly ENTRY_PAGE_GROUP_MyTurboTax PRS_SCORE_-1,0.265878699484
ENTRY_PAGE_GROUP_Homepage AGE_SPOUSE_pcl_'<=25.5' IMPORT_TYPE_Partial,0.261538381551
PRODUCT_ROLLUP_PAID WEB AGE_SPOUSE_pcl_'<=25.5',0.212606303096
PRODUCT_ROLLUP_PAID WEB^2 AGE_SPOUSE_pcl_'<=25.5',0.212606303096
PRODUCT_ROLLUP_PAID WEB AGE_SPOUSE_pcl_'<=25.5'^2,0.212606303096
FILING_STATUS_MarriedFilingJointly FED_FORM_TYPE_F1040A NEAUTH_DEVICE_TYPE_Phone,0.210997722763
FILING_STATUS_MarriedFilingJointly IMPORT_TYPE_Partial NEAUTH_DEVICE_TYPE_Phone,0.202627181193
FILING_STATUS_MarriedFilingJointly FED_FORM_TYPE_F1040A AGE_SPOUSE_pcl_'<=25.5',0.199337131904
PRODUCT_ROLLUP_PAID WEB NEAUTH_DEVICE_TYPE_Phone PRS_SCORE_-1,0.18651547476
PRODUCT_ROLLUP_PAID WEB ENTRY_PAGE_GROUP_Homepage,0.166720260148
PRODUCT_ROLLUP_PAID WEB^2 ENTRY_PAGE_GROUP_Homepage,0.166720260148
PRODUCT_ROLLUP_PAID WEB ENTRY_PAGE_GROUP_Homepage^2,0.166720260148
FILING_STATUS_MarriedFilingJointly ENTRY_PAGE_GROUP_Homepage IMPORT_TYPE_Partial,0.16340272335
PRODUCT_ROLLUP_PAID WEB IMPORT_TYPE_Partial^2,0.154733758408
PRODUCT_ROLLUP_PAID WEB IMPORT_TYPE_Partial,0.154733758408
PRODUCT_ROLLUP_PAID WEB^2 IMPORT_TYPE_Partial,0.154733758408
REFUND_TRANSFER_FLAG FED_FORM_TYPE_F1040A IMPORT_TYPE_Partial,0.144987824739
FILING_STATUS_MarriedFilingJointly ENTRY_PAGE_GROUP_MyTurboTax FED_FORM_TYPE_F1040A,0.144100212161
FED_FORM_TYPE_F1040A^2 AGE_SPOUSE_pcl_'<=25.5',0.143629667986
FED_FORM_TYPE_F1040A AGE_SPOUSE_pcl_'<=25.5'^2,0.143629667986
FED_FORM_TYPE_F1040A AGE_SPOUSE_pcl_'<=25.5',0.143629667986
NEAUTH_DEVICE_TYPE_Phone^2,0.138578827719
NEAUTH_DEVICE_TYPE_Phone^3,0.138578827719
NEAUTH_DEVICE_TYPE_Phone,0.138578827719
AGE_SPOUSE_pcl_'<=25.5' IMPORT_TYPE_Partial NEAUTH_DEVICE_TYPE_Phone,0.138198011132
ENTRY_PAGE_GROUP_MyTurboTax AGE_SPOUSE_pcl_'<=25.5' IMPORT_TYPE_Partial,0.13353699488
FILING_STATUS_MarriedFilingJointly ENTRY_PAGE_GROUP_Homepage NEAUTH_DEVICE_TYPE_Phone,0.132994815115
ENTRY_PAGE_GROUP_Homepage NEAUTH_DEVICE_TYPE_Phone PRS_SCORE_-1,0.130631544667
REFUND_TRANSFER_FLAG ENTRY_PAGE_GROUP_Homepage NEAUTH_DEVICE_TYPE_Phone,0.130254436928
ENTRY_PAGE_GROUP_Homepage IMPORT_TYPE_Partial NEAUTH_DEVICE_TYPE_Phone,0.125954785163
PRODUCT_ROLLUP_PAID WEB ENTRY_PAGE_GROUP_Homepage PRS_SCORE_-1,0.114093308633
ENTRY_PAGE_GROUP_MyTurboTax FED_FORM_TYPE_F1040A AGE_SPOUSE_pcl_'<=25.5',0.111853042059
FED_FORM_TYPE_F1040A IMPORT_TYPE_Partial^2,0.104656192607
FED_FORM_TYPE_F1040A IMPORT_TYPE_Partial,0.104656192607
FED_FORM_TYPE_F1040A^2 IMPORT_TYPE_Partial,0.104656192607
PRODUCT_ROLLUP_PAID WEB ENTRY_PAGE_GROUP_Homepage NEAUTH_DEVICE_TYPE_Phone,0.103593571784
ENTRY_PAGE_GROUP_MyTurboTax^3,0.101782564844
ENTRY_PAGE_GROUP_MyTurboTax,0.101782564844
ENTRY_PAGE_GROUP_MyTurboTax^2,0.101782564844
PRODUCT_ROLLUP_PAID WEB FED_FORM_TYPE_F1040A PRS_SCORE_-1,0.101008275099
FILING_STATUS_MarriedFilingJointly FED_FORM_TYPE_F1040A,0.0974519208062
FILING_STATUS_MarriedFilingJointly^2 FED_FORM_TYPE_F1040A,0.0974519208062
FILING_STATUS_MarriedFilingJointly FED_FORM_TYPE_F1040A^2,0.0974519208062
FILING_STATUS_MarriedFilingJointly^2 ENTRY_PAGE_GROUP_Homepage,0.0968507668709
FILING_STATUS_MarriedFilingJointly ENTRY_PAGE_GROUP_Homepage,0.0968507668709
FILING_STATUS_MarriedFilingJointly ENTRY_PAGE_GROUP_Homepage^2,0.0968507668709
ENTRY_PAGE_GROUP_Homepage AGE_SPOUSE_pcl_'<=25.5' NEAUTH_DEVICE_TYPE_Phone,0.0908069871446
REFUND_TRANSFER_FLAG FED_FORM_TYPE_F1040A NEAUTH_DEVICE_TYPE_Phone,0.0883451188879
REFUND_TRANSFER_FLAG IMPORT_TYPE_Partial NEAUTH_DEVICE_TYPE_Phone,0.0853558687928
